score,AUC,FPR1,CutoffFPR1,FPR5,CutoffFPR5
pInt,0.8239631147324,0.00886262924667651,0.999999501,0.0487444608567208,0.999981911
pW,0.347964083586136,0.00886262924667651,0.136061441,0.0487444608567208,0.00457095
pNI,0.17731611632598,0.00886262924667651,0.247285683,0.0487444608567208,0.217318535
