score,AUC,FPR1,CutoffFPR1,FPR5,CutoffFPR5
pInt,0.716009682017588,0.00979020979020979,0.999999844,0.048951048951049,0.999982131
pW,0.320340923898236,0.00979020979020979,0.070394799,0.048951048951049,0.002953375
pNI,0.288049499907207,0.00979020979020979,0.23992862,0.0475524475524476,0.212299722
